"Acc_Index","Vehicle_Reference","Vehicle_Type","Towing_and_Articulation","Vehicle_Manoeuvre","Vehicle_Location-Restricted_Lane","Junction_Location","Skidding_and_Overturning","Hit_Object_in_Carriageway","Vehicle_Leaving_Carriageway","Hit_Object_off_Carriageway","1st_Po_of_Impact","Was_Vehicle_Left_Hand_Drive?","Journey_Purpose_of_Driver","Sex_of_Driver","Age_of_Driver","Age_Band_of_Driver","Engine_Capacity_(CC)","Propulsion_Code","Age_of_Vehicle","Driver_IMD_Decile","Driver_Home_Area_Type","Vehicle_IMD_Decile"
"2011120034946","2","5","0","18","0","8","0","0","0","0","1","1","6","1","33","6","592","1","18","6","1",""
"2011120035242","1","11","0","18","0","4","0","0","0","0","0","1","6","1","44","7","5900","2","4","3","1",""
"2011120036343","1","9","0","9","0","1","0","0","0","0","3","1","6","1","45","7","1248","2","2","3","1",""
"2011120036343","2","1","0","9","0","1","0","0","0","0","1","1","6","1","32","6","-1","-1","-1","9","1",""
"2011120036749","1","9","0","18","0","1","0","0","0","0","1","1","6","1","18","4","1199","1","11","-1","-1",""
"2011120036749","2","9","0","10","0","1","0","0","0","0","2","1","6","1","52","8","-1","-1","-1","6","2",""
"2011120037046","1","9","0","18","0","2","0","0","0","0","2","1","6","2","22","5","1360","1","10","-1","-1",""
"2011120037046","2","9","0","18","0","2","0","0","0","0","1","1","6","3","76","11","1896","2","9","7","3",""
"2011120037046","3","1","0","18","0","2","0","0","0","0","2","1","6","1","46","8","-1","-1","-1","9","1",""
"2011120037298","1","9","0","5","0","6","0","0","0","0","4","1","6","1","68","10","1589","1","12","10","1",""
"2011120037298","2","5","0","18","0","1","0","0","0","0","4","1","6","1","48","8","599","1","4","8","2",""
"2011120037422","1","9","0","9","0","3","0","0","0","0","4","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2011120037422","2","1","0","18","0","4","0","0","0","0","1","1","6","1","13","3","-1","-1","-1","3","1",""
"2011120037655","1","9","0","18","0","6","0","0","0","0","1","1","6","1","20","4","1149","1","10","-1","-1",""
"2011120037655","2","9","0","18","0","8","0","0","0","0","1","1","6","1","27","6","-1","-1","-1","-1","-1",""
"2011120037865","1","9","0","18","0","8","0","0","0","0","1","1","6","2","-1","-1","1699","1","2","-1","-1",""
"2011120037865","2","9","0","3","0","4","0","0","0","0","2","1","6","1","79","11","1108","1","10","9","1",""
"2011120038617","1","9","0","4","0","4","0","0","0","0","1","1","6","2","48","8","1229","1","6","8","2",""
"2011120038617","2","9","0","4","0","4","0","0","0","0","2","1","6","1","47","8","2987","2","4","9","3",""
"2011120038617","3","9","0","4","0","4","0","0","0","0","2","1","6","1","30","6","3200","1","4","8","2",""
"2011120038658","1","1","0","18","0","0","0","0","0","0","4","1","6","1","14","3","-1","-1","-1","10","1",""
"2011120038658","2","1","0","18","0","0","0","11","0","0","3","1","6","1","13","3","-1","-1","-1","7","1",""
"2011120038847","1","9","0","18","0","0","0","0","0","0","1","1","6","2","38","7","1240","1","6","-1","-1",""
"2011120040585","1","1","0","18","4","1","0","0","0","0","2","1","6","2","51","8","-1","-1","-1","10","2",""
"2011120040595","1","9","0","9","0","2","0","0","0","0","1","1","6","2","45","7","1124","1","15","3","1",""
"2011120040595","2","1","0","10","0","1","0","0","0","0","1","1","6","1","50","8","-1","-1","-1","9","1",""
"2011120041129","1","9","0","18","0","0","0","0","0","0","1","1","6","2","23","5","1753","2","4","5","1",""
"2011120041472","1","9","0","18","0","0","0","0","0","0","2","1","6","1","31","6","2495","1","10","-1","-1",""
"2011120041472","2","9","0","18","0","0","0","0","0","0","1","1","6","2","61","9","1998","1","11","-1","-1",""
"2011120041524","1","9","0","9","0","8","0","0","0","0","1","1","6","2","66","10","1490","1","2","-1","-1",""
"2011120041524","2","9","0","18","0","8","0","0","0","0","1","1","6","1","39","7","1998","1","12","3","1",""
"2011120041630","1","9","0","17","0","0","1","0","8","10","1","1","6","1","19","4","1595","1","14","-1","-1",""
"2011120041693","1","2","0","17","0","1","1","0","1","0","3","1","6","1","17","4","49","1","4","9","1",""
"2011120042300","1","2","0","3","0","1","0","0","0","0","1","1","6","1","16","4","-1","-1","-1","-1","-1",""
"2011120042300","2","9","0","3","0","1","0","0","0","0","0","1","6","2","-1","-1","-1","-1","-1","3","1",""
"2011120042300","3","19","0","4","0","1","0","0","0","0","1","1","6","1","-1","-1","-1","-1","-1","4","1",""
"2011120043701","1","9","0","18","0","0","2","0","1","0","3","1","6","1","46","8","4997","1","13","-1","-1",""
"2011120043903","1","11","0","4","0","0","0","0","0","0","1","1","6","1","52","8","7300","2","9","7","1",""
"2011120044237","1","9","0","4","0","0","0","0","0","0","1","1","6","2","29","6","1997","2","8","6","1",""
"2011120044237","2","9","0","4","0","0","0","0","0","0","2","1","6","1","62","9","1400","2","4","4","1",""
"2011120044237","3","9","0","4","0","0","0","0","0","0","2","1","6","2","57","9","1796","1","6","1","1",""
"2011120044425","1","9","0","18","0","0","0","0","0","0","1","1","6","2","45","7","2148","2","8","9","3",""
"2011120044425","2","9","0","18","0","0","0","0","0","0","1","1","6","1","63","9","-1","-1","-1","8","2",""
"2011120045824","1","19","0","18","0","1","0","0","0","0","1","1","6","1","40","7","2402","2","-1","-1","-1",""
"2011120045824","2","9","0","10","0","1","0","0","0","0","2","1","6","2","44","7","1896","2","9","7","3",""
"2011120045824","3","11","0","18","0","1","0","0","0","0","3","1","6","1","43","7","5900","2","4","10","3",""
"2011120045978","1","9","0","8","0","8","0","0","0","0","0","1","6","2","76","11","1364","1","5","10","1",""
"2011120045978","2","1","0","9","0","8","1","0","1","0","0","1","6","2","59","9","-1","-1","-1","9","1",""
"2011120046362","1","9","0","18","0","0","0","7","0","0","1","1","6","1","33","6","1124","1","18","-1","-1",""
"2011120046554","1","9","0","3","0","1","0","0","0","0","2","1","6","2","48","8","1248","2","7","7","3",""
"2011120046554","2","9","0","3","0","1","0","0","0","0","1","1","6","2","45","7","2171","1","9","8","3",""
"2011120046747","1","9","0","10","0","6","0","0","0","0","1","1","6","1","35","6","1596","1","1","-1","-1",""
"2011120046747","2","1","0","18","0","1","0","0","0","0","4","1","6","1","15","3","-1","-1","-1","9","3",""
"2011120047399","1","9","0","10","0","6","0","0","0","0","1","1","6","2","48","8","1600","1","7","9","2",""
"2011120047399","2","2","0","14","0","1","0","4","0","0","1","1","6","1","16","4","49","1","1","9","3",""
"2011120048557","1","4","0","18","0","0","1","0","0","0","1","1","6","1","50","8","180","1","43","3","1",""
"2011120049055","1","90","0","9","0","8","0","0","0","0","1","1","6","1","23","5","-1","-1","-1","7","3",""
"2011120049055","2","9","0","18","0","8","0","0","0","0","4","1","6","1","80","11","1991","2","1","9","1",""
"2011120049055","3","9","0","3","0","8","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2011120049695","1","1","0","18","0","0","0","0","0","0","3","1","6","1","77","11","-1","-1","-1","6","1",""
"2011120049695","2","19","0","18","0","0","0","0","0","0","4","1","6","1","51","8","2198","2","1","8","1",""
"2011120049827","1","11","0","18","0","0","0","0","0","0","1","1","6","1","56","9","7300","2","3","-1","-1",""
"2011120050005","1","9","0","14","0","0","0","0","0","0","4","1","6","2","36","7","1598","1","2","9","2",""
"2011120050005","2","9","0","2","0","0","0","0","0","0","0","1","6","2","42","7","1997","2","4","10","2",""
"2011120050231","1","9","0","18","0","3","0","0","0","0","4","1","6","1","38","7","1560","2","2","6","1",""
"2011120050231","2","1","0","9","4","8","0","0","0","0","3","1","6","1","34","6","-1","-1","-1","7","1",""
"2011120050252","1","1","0","5","0","1","0","0","0","0","3","1","6","1","51","8","-1","-1","-1","4","1",""
"2011120050252","2","11","0","18","0","1","0","0","0","0","1","1","6","1","49","8","9600","2","16","5","2",""
"2011120050782","1","9","0","9","7","5","0","0","0","0","0","1","6","1","38","7","995","1","1","4","1",""
"2011120050782","2","9","0","3","0","1","0","0","0","0","0","1","6","1","37","7","1560","2","7","8","2",""
"2011120050782","3","9","0","3","0","1","0","0","0","0","2","1","6","1","44","7","1997","2","9","-1","1",""
"2011120050782","4","9","0","3","0","1","0","0","0","0","1","1","6","2","20","4","1248","2","5","8","1",""
"2011120050785","1","1","0","18","0","0","0","0","0","0","0","1","6","1","22","5","-1","-1","-1","10","1",""
"2011120052004","1","9","0","18","0","1","1","0","0","0","1","1","6","1","25","5","1796","1","11","9","3",""
"2011120052004","2","90","0","1","0","2","0","0","0","0","0","1","6","1","35","6","-1","-1","-1","-1","-1",""
"2011120052231","1","8","0","5","0","6","0","0","0","0","1","1","6","1","57","9","1999","1","8","10","2",""
"2011120052231","2","5","0","14","0","1","0","0","0","0","4","1","6","1","23","5","599","1","15","-1","-1",""
"2011120052244","1","9","0","9","0","8","0","0","0","0","1","1","6","1","31","6","1560","2","2","7","1",""
"2011120052244","2","9","0","18","0","1","0","0","0","0","1","1","6","2","40","7","1360","1","3","9","1",""
"2011120052311","1","3","0","16","0","6","0","0","0","0","4","1","6","1","21","5","-1","-1","-1","9","1",""
"2011120052311","2","9","0","16","0","6","0","0","0","0","0","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2011120052522","1","9","0","14","0","0","0","0","0","0","4","1","6","1","43","7","1587","1","9","4","1",""
"2011120052522","2","11","1","2","0","0","0","0","0","0","0","1","6","1","34","6","7300","2","5","-1","-1",""
"2011120053389","1","1","0","18","0","0","0","0","0","0","3","1","6","1","39","7","-1","-1","-1","8","1",""
"2011120053389","2","9","4","18","0","0","0","0","0","0","4","1","6","1","39","7","-1","-1","-1","7","1",""
"2011120053606","1","9","0","18","0","1","0","0","0","0","1","1","6","1","64","9","2495","2","12","10","2",""
"2011120053606","2","9","0","3","0","1","0","0","0","0","2","1","6","1","67","10","1242","1","1","10","1",""
"2011120054333","1","9","0","16","0","2","0","0","0","0","3","1","6","1","58","9","1587","1","4","2","1",""
"2011120054333","2","19","0","17","0","1","0","0","0","0","3","1","6","1","20","4","1998","2","7","-1","-1",""
"2011120054702","1","90","0","7","0","1","0","0","0","0","1","1","6","1","43","7","-1","-1","-1","9","1",""
"2011120054702","2","1","0","18","0","1","0","0","1","0","4","1","6","1","27","6","-1","-1","-1","3","1",""
"2011120055671","1","9","0","3","0","6","0","0","0","0","4","1","6","2","63","9","1398","1","3","10","2",""
"2011120055671","2","9","0","18","0","1","0","0","1","9","1","1","6","1","23","5","-1","-1","-1","7","3",""
"2011120056303","1","1","0","18","0","1","0","0","0","0","1","1","6","1","33","6","-1","-1","-1","6","1",""
"2011120056943","1","9","0","2","0","0","0","0","0","0","3","1","6","2","82","11","-1","-1","-1","10","3",""
"2011120056943","2","1","0","18","0","0","0","8","0","0","4","1","6","2","45","7","-1","-1","-1","10","2",""
"2011120058001","1","9","0","18","0","0","0","12","0","0","4","1","6","2","55","8","1910","2","7","9","2",""
"2011120058167","1","9","0","18","0","1","1","0","0","0","1","1","6","2","25","5","1242","1","3","9","3",""
"2011120058167","2","9","0","18","0","1","0","0","0","0","2","1","6","2","41","7","1422","2","3","5","1",""
"2011120058196","1","5","0","16","0","0","1","0","0","0","1","1","6","1","41","7","599","1","4","7","2",""
"2011120058196","2","17","4","17","0","0","0","0","0","0","1","1","6","1","60","9","4400","2","3","9","3",""
"2011120059071","1","2","0","18","0","0","0","0","0","0","4","1","6","1","16","4","49","1","4","-1","-1",""
"2011120059071","2","9","0","9","0","0","0","0","0","0","0","1","6","2","43","7","1997","2","7","8","1",""
"2011120059277","1","19","0","9","0","2","0","0","0","0","3","1","6","1","18","4","-1","-1","-1","8","1",""
"2011120059277","2","1","0","18","4","2","0","0","0","0","1","1","6","1","18","4","-1","-1","-1","8","1",""
"2011120060903","1","9","0","5","0","6","2","0","0","0","1","1","6","2","23","5","2495","2","9","9","3",""
"2011120060903","2","9","0","18","0","1","2","0","0","0","1","1","6","1","56","9","2999","2","8","10","3",""
"2011120060903","3","9","0","8","0","1","0","0","0","0","1","1","6","1","39","7","1970","1","14","9","3",""
"2011120060903","4","9","0","8","0","1","0","0","0","0","1","1","6","1","30","6","1389","1","16","-1","-1",""
"2011120061257","1","9","0","18","0","1","0","0","0","0","1","1","6","1","37","7","1968","2","1","10","2",""
"2011120061257","2","9","0","5","0","6","0","0","0","0","1","1","6","2","73","10","1400","1","5","10","2",""
"2011120061380","1","2","0","18","0","8","0","0","0","0","1","1","6","1","54","8","49","1","11","9","1",""
"2011120061380","2","9","0","9","0","8","0","0","0","0","3","1","6","1","25","5","1242","1","11","-1","-1",""
"2011120061579","1","9","0","7","0","4","0","0","0","0","0","1","6","2","45","7","1798","1","10","7","1",""
"2011120061579","2","1","0","8","0","4","0","0","0","0","0","1","6","2","27","6","-1","-1","-1","-1","-1",""
"2011120062139","1","9","0","9","0","6","0","0","0","0","1","1","6","1","78","11","1753","2","8","9","1",""
"2011120062139","2","9","0","18","0","1","0","0","0","0","3","1","6","2","41","7","1968","2","2","4","1",""
"2011120062736","1","9","0","3","0","0","0","0","0","0","2","1","6","2","39","7","2496","2","10","10","2",""
"2011120062736","2","9","0","18","0","0","0","0","0","0","1","1","6","1","62","9","1242","1","7","5","1",""
"2011120063613","1","9","0","5","8","7","0","0","0","0","1","1","6","2","56","9","1246","1","6","8","1",""
"2011120063613","2","3","0","18","0","8","0","0","0","0","2","1","6","2","56","9","124","1","5","-1","-1",""
"2011120063748","1","9","0","4","0","0","0","0","0","0","2","1","6","2","49","8","1968","2","2","6","2",""
"2011120063748","2","9","0","4","0","0","0","0","0","0","1","1","6","1","17","4","1124","1","12","-1","-1",""
"2011120063766","1","3","0","9","0","3","0","0","0","0","3","1","6","2","54","8","-1","-1","-1","6","1",""
"2011120063766","2","9","0","18","0","4","0","0","0","0","0","1","6","1","24","5","1998","1","6","3","1",""
"2011120063931","1","19","4","18","0","1","0","0","0","0","1","1","6","1","41","7","1896","2","4","7","3",""
"2011120063931","2","19","0","3","0","1","0","0","0","0","2","1","6","1","33","6","1248","2","3","10","1",""
"2011120063931","3","19","0","3","0","1","0","0","0","0","2","1","6","1","61","9","1686","2","7","8","2",""
"2011120064333","1","9","0","4","0","0","0","0","0","0","2","1","6","2","40","7","2295","1","10","4","1",""
"2011120064333","2","9","0","4","0","0","0","0","0","0","1","1","6","1","25","5","-1","-1","-1","-1","-1",""
"2011120064473","1","9","0","9","0","5","0","0","0","0","1","1","6","2","48","8","1229","1","7","3","1",""
"2011120064473","2","3","0","18","0","1","0","0","0","0","3","1","6","1","34","6","998","1","12","4","1",""
"2011120065854","1","9","0","3","0","1","0","0","0","0","2","1","6","2","47","8","-1","-1","-1","10","1",""
"2011120065854","2","9","0","18","0","1","0","0","0","0","1","1","6","2","34","6","1390","1","11","6","1",""
"2011120065854","3","9","0","18","0","1","0","0","0","0","2","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2011120066284","1","9","0","3","0","0","0","0","0","0","2","1","6","1","31","6","2993","2","4","5","1",""
"2011120066284","2","9","0","3","0","0","0","0","0","0","2","1","6","2","24","5","1995","2","5","3","1",""
"2011120066284","3","9","0","3","0","0","0","0","0","0","2","1","6","1","50","8","1870","2","6","10","1",""
"2011120066284","4","9","0","18","0","0","1","0","0","0","0","1","6","2","38","7","1299","1","11","-1","-1",""
"2011120067958","1","9","0","10","0","1","0","0","0","0","2","1","6","2","45","7","1686","2","5","9","1",""
"2011120067958","2","9","0","18","0","1","0","0","0","0","1","1","6","2","44","7","2179","2","3","-1","-1",""
"2011120067959","1","9","2","9","5","1","5","0","0","0","4","1","6","3","79","11","1587","1","4","10","1",""
"2011120067959","2","9","0","2","5","1","0","0","0","0","3","1","6","3","21","5","1299","1","5","1","1",""
"2011120069364","1","9","0","9","0","3","0","0","0","0","4","1","6","1","19","4","1043","1","15","9","2",""
"2011120069364","2","1","0","18","0","8","0","0","0","0","3","1","6","1","54","8","-1","-1","-1","8","3",""
"2011120069759","1","11","0","2","3","0","0","0","0","0","0","1","6","1","-1","-1","-1","-1","-1","-1","-1",""
"2011120069936","1","3","0","9","0","8","0","0","0","0","1","1","6","1","18","4","98","1","9","7","1",""
"2011120069936","2","9","0","18","0","8","0","0","0","0","1","1","6","1","33","6","-1","-1","-1","8","2",""
"2011120070336","1","2","0","18","0","0","0","0","0","0","1","1","6","1","16","4","49","1","10","10","1",""
"2011120070336","2","9","0","3","0","0","0","0","0","0","2","1","6","1","38","7","-1","-1","-1","10","1",""
"2011120071406","1","9","0","18","0","3","0","0","0","0","0","1","6","1","48","8","1753","2","8","7","1",""
"2011120071406","2","1","0","18","0","3","0","0","0","0","0","1","6","1","54","8","-1","-1","-1","7","1",""
"2011120071939","1","1","0","5","0","4","0","0","0","0","1","1","6","1","31","6","-1","-1","-1","9","2",""
"2011120071939","2","9","0","5","0","3","0","0","0","0","2","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2011120072023","1","9","0","18","0","0","0","0","0","0","1","1","6","2","-1","-1","-1","-1","-1","-1","-1",""
"2011120072023","2","1","0","5","0","0","0","0","0","0","2","1","6","1","10","2","-1","-1","-1","2","1",""
"2011120072391","1","9","0","5","0","4","0","0","0","0","2","1","6","2","29","6","1360","1","6","-1","-1",""
"2011120072391","2","9","0","5","0","4","0","0","0","0","1","1","6","1","42","7","1910","2","-1","4","1",""
"2011120073195","1","9","0","16","0","1","1","0","7","4","1","1","6","1","73","10","2198","1","10","10","2",""
"2011120074613","1","9","0","18","0","4","0","0","0","0","1","1","6","1","-1","-1","-1","-1","-1","2","1",""
"2011120074613","2","9","0","18","0","3","0","0","0","0","4","1","6","1","21","5","1299","1","12","-1","-1",""
"2011120074633","1","1","0","18","4","1","0","4","0","0","1","1","6","1","17","4","-1","-1","-1","8","1",""
"2011120074633","2","9","0","18","0","1","0","0","0","0","2","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2011120075362","1","9","0","14","0","0","0","0","0","0","1","1","6","2","47","8","1242","1","-1","8","3",""
"2011120075362","2","1","0","14","0","0","0","0","0","0","3","1","6","2","30","6","-1","-1","-1","9","1",""
"2011120076669","1","9","4","18","0","0","0","0","0","0","0","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2011120077218","1","9","0","18","0","0","0","0","0","0","1","1","6","2","22","5","-1","-1","-1","2","1",""
"2011120077218","2","9","0","4","0","0","0","0","0","0","2","1","6","1","56","9","2401","2","7","5","3",""
"2011120077274","1","9","0","5","0","2","0","0","0","1","1","1","6","2","40","7","1597","1","14","3","1",""
"2011120077286","1","9","0","18","0","3","0","0","0","0","1","1","6","1","34","6","1598","1","6","6","1",""
"2011120077286","2","1","0","18","0","3","0","0","0","0","2","1","6","2","46","8","-1","-1","-1","8","2",""
"2011120077313","1","9","0","16","0","0","0","0","0","0","1","1","6","1","26","6","1398","2","6","-1","-1",""
"2011120077313","2","9","0","17","0","0","0","0","0","0","1","1","6","2","46","8","1587","1","4","10","1",""
"2011120077799","1","9","0","18","0","8","0","0","0","0","1","1","6","1","33","6","1686","2","-1","3","1",""
"2011120077799","2","9","0","18","0","8","0","0","0","0","1","1","6","1","89","11","1199","1","11","10","2",""
"2011120077799","3","9","0","18","0","1","0","0","0","0","1","1","6","2","27","6","1390","1","10","8","1",""
"2011120077800","1","11","0","16","0","1","0","0","0","0","1","1","6","1","30","6","7300","2","3","-1","-1",""
"2011120079262","1","4","0","5","0","3","0","0","0","0","0","1","6","2","27","6","124","1","5","9","1",""
"2011120079333","1","9","0","18","0","0","0","4","0","0","1","1","6","1","21","5","1598","1","7","10","1",""
"2011120079333","2","19","0","2","0","0","0","0","0","0","2","1","6","3","-1","-1","-1","-1","-1","-1","-1",""
"2011120080330","1","5","0","18","0","0","5","11","0","0","1","1","6","1","27","6","598","1","9","10","1",""
"2011120080604","1","9","0","7","0","3","0","0","0","0","4","1","6","2","29","6","-1","-1","-1","10","3",""
"2011120080604","2","3","0","17","0","8","0","0","0","0","1","1","6","1","17","4","125","1","-1","10","2",""
"2011120081436","1","9","0","4","0","0","0","0","0","0","2","1","6","2","36","7","1905","2","18","3","1",""
"2011120081436","2","9","0","18","0","0","0","0","0","0","1","1","6","2","36","7","1900","2","11","-1","-1",""
"2011120081534","1","9","0","18","0","0","0","0","0","0","1","1","6","2","51","8","1997","1","12","9","1",""
"2011120081534","2","1","0","18","0","0","0","0","0","0","1","1","6","1","66","10","-1","-1","-1","8","2",""
"2011120082960","1","9","0","18","0","0","0","0","0","0","1","1","6","1","85","11","1086","1","3","10","1",""
"2011120083846","1","11","0","5","0","1","0","0","0","0","0","1","6","1","41","7","7300","2","3","10","2",""
"2011120083848","1","9","0","1","0","1","0","0","0","0","2","1","6","2","66","10","1388","1","5","5","3",""
"2011120084404","1","9","0","18","0","0","0","0","1","9","1","1","6","1","81","11","1596","1","8","-1","-1",""
"2011120084404","2","21","0","18","0","0","0","0","1","9","1","1","6","1","48","8","10518","2","4","6","2",""
"2011120084984","1","9","0","5","0","2","0","0","0","0","3","1","6","2","18","4","-1","-1","-1","9","2",""
"2011120084984","2","1","0","4","4","1","0","0","0","0","3","1","6","1","39","7","-1","-1","-1","8","1",""
"2011120085055","1","2","0","18","0","3","0","10","1","0","4","1","6","1","84","11","49","1","8","8","1",""
"2011120085254","1","11","0","18","0","0","0","0","0","0","1","1","6","1","-1","-1","7300","2","9","-1","-1",""
"2011120085341","1","9","0","9","0","8","0","0","0","0","1","1","6","1","21","5","1390","1","2","-1","-1",""
"2011120085341","2","9","0","9","0","8","0","0","0","0","3","1","6","1","18","4","-1","-1","-1","3","1",""
"2011120086096","1","9","0","18","0","3","0","0","0","0","2","1","6","1","66","10","1368","1","2","-1","-1",""
"2011120086096","2","1","0","18","0","4","0","0","0","0","1","1","6","2","34","6","-1","-1","-1","8","1",""
"2011120086385","1","9","0","18","0","8","0","0","0","0","1","1","6","1","64","9","-1","-1","-1","8","2",""
"2011120086385","2","9","0","9","0","8","0","0","0","0","3","1","6","2","23","5","1400","1","12","6","1",""
"2011120086468","1","9","0","9","0","6","0","0","0","0","1","1","6","1","27","6","-1","-1","-1","-1","-1",""
"2011120086468","2","1","0","18","0","6","0","0","0","0","4","1","6","2","16","4","-1","-1","-1","8","2",""
"2011120086524","1","9","0","18","0","0","0","0","1","0","1","1","6","1","41","7","2664","2","7","10","2",""
"2011120086524","2","9","0","4","0","0","0","0","0","0","2","1","6","1","76","11","1796","1","-1","-1","-1",""
"2011120087441","1","9","0","18","0","1","1","0","0","0","1","1","6","1","21","5","1587","1","9","9","2",""
"2011120087441","2","9","0","9","0","8","0","0","0","0","0","1","6","1","69","10","505","1","4","10","2",""
"2011120087798","1","9","0","5","0","4","0","0","0","0","1","1","6","2","-1","-1","1149","1","6","3","1",""
"2011120087798","2","1","0","18","0","8","0","0","0","0","0","1","6","2","57","9","-1","-1","-1","3","1",""
"2011120087853","1","8","0","9","0","8","0","0","0","0","1","1","6","1","33","6","1991","2","8","9","1",""
"2011120087853","2","1","0","18","0","8","0","0","0","0","4","1","6","1","20","4","-1","-1","-1","4","1",""
"2011120088344","1","9","0","18","0","0","0","0","0","0","2","1","6","1","35","6","2198","2","7","5","1",""
"2011120088344","2","9","0","18","0","0","1","0","0","0","1","1","6","1","30","6","1242","1","5","4","1",""
"2011120090436","1","9","0","18","0","1","1","0","0","0","1","1","6","1","24","5","1598","1","12","5","1",""
"2011120090436","2","5","0","7","0","8","0","0","0","0","4","1","6","2","31","6","599","1","10","7","1",""
"2011120091655","1","9","0","18","0","1","0","0","0","0","1","1","6","3","28","6","-1","-1","-1","1","1",""
"2011120091655","2","9","0","18","0","1","0","0","0","0","2","1","6","3","33","6","-1","-1","-1","1","1",""
"2011120091655","3","9","0","18","0","1","0","0","0","0","2","1","6","1","31","6","1396","1","13","1","1",""
"2011120092275","1","9","0","3","4","0","0","0","0","0","3","1","6","1","29","6","1998","2","9","4","1",""
"2011120092275","2","1","0","18","0","0","0","0","0","0","4","1","6","1","29","6","-1","-1","-1","4","1",""
"2011120092315","1","9","0","9","0","8","0","0","0","0","1","1","6","1","66","10","1896","2","6","5","3",""
"2011120092315","2","9","0","18","0","1","0","0","7","9","4","1","6","1","45","7","1242","1","7","10","1",""
"2011120092451","1","21","0","18","0","1","0","0","0","0","1","1","6","1","43","7","4250","2","8","-1","-1",""
"2011120092451","2","9","0","18","0","1","0","0","0","0","2","1","6","1","64","9","2179","2","2","-1","-1",""
"2011120092537","1","9","0","18","0","0","0","0","0","0","0","1","6","1","61","9","1596","1","14","7","1",""
"2011120092635","1","9","0","9","0","1","0","0","0","0","1","1","6","1","36","7","1242","1","12","-1","-1",""
"2011120092635","2","3","0","18","0","1","0","0","0","0","4","1","6","1","36","7","124","1","1","-1","-1",""
"2011120092734","1","9","0","18","0","1","0","0","0","0","1","1","6","1","-1","-1","1896","2","8","-1","-1",""
"2011120092734","2","9","0","3","0","1","0","0","0","0","2","1","6","2","56","9","1229","1","4","10","1",""
"2011120092955","1","9","0","18","0","1","0","0","0","0","1","1","6","2","22","5","1229","1","5","-1","-1",""
"2011120092955","2","1","0","18","0","1","0","0","0","0","3","1","6","1","20","4","-1","-1","-1","-1","-1",""
"2011120093164","1","9","0","9","0","8","0","0","0","0","1","1","6","1","77","11","1398","1","4","2","1",""
"2011120093164","2","1","0","18","0","1","0","0","0","0","4","1","6","1","45","7","-1","-1","-1","-1","-1",""
"2011120093178","1","9","0","18","0","0","0","0","0","0","1","1","6","1","21","5","1124","1","15","8","1",""
"2011120093178","2","9","0","18","0","0","0","0","0","0","3","1","6","2","22","5","1598","2","1","10","2",""
"2011120093239","1","9","0","5","0","2","0","0","3","10","3","1","6","1","44","7","-1","-1","-1","7","2",""
"2011120093239","2","9","0","18","0","1","0","0","0","0","1","1","6","2","20","4","1360","1","4","9","1",""
"2011120093405","1","9","0","18","0","0","0","0","0","0","2","1","6","2","40","7","1396","1","4","10","3",""
"2011120093405","2","21","1","18","0","0","0","0","0","0","1","1","6","1","66","10","12130","2","7","7","1",""
"2011120094633","1","19","0","18","0","1","1","0","0","0","1","1","6","1","37","7","2402","2","10","1","1",""
"2011120094633","2","9","0","10","0","8","0","0","0","0","2","1","6","2","38","7","998","1","9","6","1",""
"2011120094633","3","9","0","3","0","8","0","0","0","0","2","1","6","1","40","7","1968","2","3","10","1",""
"2011120094633","4","9","0","3","0","8","0","0","0","0","2","1","6","1","35","6","1997","2","-1","-1","-1",""
"2011120095083","1","3","0","18","0","8","0","0","0","0","1","1","6","1","20","4","-1","-1","-1","1","1",""
"2011120095083","2","1","0","9","0","8","0","0","0","0","2","1","6","1","40","7","-1","-1","-1","-1","-1",""
"2011120095104","1","9","0","2","0","1","0","0","7","0","0","1","6","1","40","7","-1","-1","-1","2","1",""
"2011120095104","2","2","0","13","0","1","0","0","0","0","0","1","6","1","18","4","-1","-1","-1","7","1",""
"2011120095325","1","9","0","18","0","1","0","0","0","0","3","1","6","1","55","8","1149","1","1","2","1",""
"2011120095325","2","1","0","18","0","1","0","0","0","0","1","1","6","1","15","3","-1","-1","-1","2","1",""
"2011120096771","1","9","0","16","0","0","0","0","1","1","3","1","6","1","20","4","1364","1","4","5","3",""
"2011120096965","1","3","0","16","0","1","1","0","0","0","3","1","6","1","30","6","125","1","6","8","3",""
"2011120097647","1","9","0","9","0","5","0","0","0","0","1","1","6","1","24","5","4196","1","4","10","1",""
"2011120097647","2","1","0","18","4","8","0","0","0","0","1","1","6","2","48","8","-1","-1","-1","-1","-1",""
"2011120097942","1","9","0","17","0","1","1","0","7","4","3","1","6","1","30","6","2295","1","14","5","1",""
"2011120097947","1","9","0","5","5","6","0","0","0","0","4","1","6","2","33","6","1391","1","11","-1","-1",""
"2011120097947","2","1","0","18","5","1","0","0","0","0","1","1","6","1","32","6","-1","-1","-1","9","1",""
